858|7.74|prikazovati|GBZ sbz4|shema|DA
2167|11.56|prikazovati|rbz GBZ|nazorno|DA
750|3.48|prikazovati|rbz GBZ|lahko|DA
187|5.15|prikazovati|rbz GBZ|najprej|DA
123|5.59|prikazovati|rbz GBZ|posebej|DA
746|10.3|prikazovati|rbz GBZ|grafično|DA
498|7.55|prikazovati|rbz GBZ|podrobno|DA
473|8.22|prikazovati|rbz GBZ|jasno|DA
361|5.72|prikazovati|rbz GBZ|dobro|DA
295|5.04|prikazovati|rbz GBZ|pogosto|DA
254|6.74|prikazovati|rbz GBZ|natančno|DA
173|4.76|prikazovati|rbz GBZ|vedno|DA
137|5.58|prikazovati|rbz GBZ|običajno|DA
118|5.23|prikazovati|rbz GBZ|hkrati|DA
101|6.08|prikazovati|rbz GBZ|pravilno|DA
95|5.49|prikazovati|rbz GBZ|večinoma|DA
387|9.35|prikazovati|rbz GBZ|spodaj|DA
129|7.68|prikazovati|rbz GBZ|zgoraj|DA
332|8.5|prikazovati|rbz GBZ|lepo|DA
217|8.94|prikazovati|rbz GBZ|shematsko|DA
131|8.23|prikazovati|rbz GBZ|shematično|DA
151|8.29|prikazovati|rbz GBZ|pošteno|DA
122|7.72|prikazovati|rbz GBZ|ločeno|DA
898|5.09|prikazovati|rbz GBZ|tako|NE
309|7.38|prikazovati|rbz GBZ|kar|NE
245|5.67|prikazovati|rbz GBZ|torej|NE
670|9.28|prikazovati|GBZ rbz|kako|DA
72|4.54|prikazovati|GBZ rbz|vse|DA
70|6.28|prikazovati|GBZ rbz|trenutno|DA
64|4.58|prikazovati|GBZ rbz|pogosto|DA
55|3.15|prikazovati|GBZ rbz|vedno|DA
48|5.62|prikazovati|GBZ rbz|dejansko|DA
437|6.54|prikazovati|GBZ rbz|nekaj|DA
213|5.6|prikazovati|GBZ rbz|najbolj|DA
193|4.17|prikazovati|GBZ rbz|zelo|DA
86|7.33|prikazovati|GBZ rbz|povprečno|DA
79|3.43|prikazovati|GBZ rbz|veliko|DA
56|5.27|prikazovati|GBZ rbz|nekoliko|DA
49|4.62|prikazovati|GBZ rbz|popolnoma|DA
188|4.0|prikazovati|GBZ rbz|več|DA
122|4.14|prikazovati|GBZ rbz|bolj|DA
50|0.99|prikazovati|GBZ rbz|lahko|DA
210|9.03|prikazovati|GBZ rbz|koliko|DA
172|8.12|prikazovati|GBZ rbz|ločeno|DA
159|6.27|prikazovati|GBZ rbz|statistično|DA
150|8.65|prikazovati|GBZ rbz|grafično|DA
105|7.25|prikazovati|GBZ rbz|zgoraj|DA
62|7.44|prikazovati|GBZ rbz|spodaj|DA
91|4.3|prikazovati|GBZ rbz|glede|DA
132|8.17|prikazovati|GBZ rbz|resnično|NE
217|3.43|prikazovati|GBZ rbz|tako|NE
504|9.21|prikazovati|GBZ sbz2|vrednost|DA
100|8.25|prikazovati|GBZ sbz2|stopnja|NE
79|8.18|prikazovati|GBZ sbz2|oseba|DA
79|7.74|prikazovati|GBZ sbz2|otrok|DA
59|6.71|prikazovati|GBZ sbz2|podatek|DA
46|7.33|prikazovati|GBZ sbz2|vrsta|DA
154|8.11|prikazovati|GBZ sbz2|mnenje|DA
153|9.03|prikazovati|GBZ sbz2|stanje|NE
69|6.06|prikazovati|GBZ sbz2|slika|NE
62|7.83|prikazovati|GBZ sbz2|odstopanje|DA
55|6.9|prikazovati|GBZ sbz2|razlika|NE
55|8.29|prikazovati|GBZ sbz2|statistika|DA
55|7.39|prikazovati|GBZ sbz2|količina|DA
51|7.09|prikazovati|GBZ sbz2|značilnost|DA
50|7.38|prikazovati|GBZ sbz2|graf|NE
47|7.8|prikazovati|GBZ sbz2|faza|DA
40|7.73|prikazovati|GBZ sbz2|meritev|DA
210|7.47|prikazovati|GBZ sbz3|uporabnik|DA
53|6.0|prikazovati|GBZ sbz3|človek|DA
51|5.33|prikazovati|GBZ sbz3|otrok|DA
247|11.56|prikazovati|GBZ sbz3|slika|NE
122|10.82|prikazovati|GBZ sbz3|tabela|NE
46|9.42|prikazovati|GBZ sbz3|krivulja|NE
117|10.02|prikazovati|GBZ in/ali gbz|opisovati|DA
43|6.2|prikazovati|GBZ in/ali gbz|analizirati|DA
87|9.76|prikazovati|GBZ in/ali gbz|shranjevati|DA
47|8.57|prikazovati|GBZ in/ali gbz|obdelovati|DA
82|4.66|prikazovati|GBZ in/ali gbz|biti|NE
124|10.23|prikazovati|Neg-GBZ sbz2|stanje|DA
56|9.48|prikazovati|Neg-GBZ sbz2|slika|DA
340|3.18|prikazovati|gbz Inf-GBZ|morati|DA
79|3.16|prikazovati|gbz Inf-GBZ|želeti|DA
129|4.2|prikazovati|gbz Inf-GBZ|začeti|DA
57|8.63|prikazovati|s prislovom|primer|DA
351|6.22|prikazovati|Neg-gbz Inf-GBZ|smeti|DA
43|2.18|prikazovati|Neg-gbz Inf-GBZ|moči|DA
2393|10.97|prikazovati|GBZ v sbz5|tabela|DA
582|9.67|prikazovati|GBZ v sbz5|priloga|DA
509|9.96|prikazovati|GBZ v sbz5|preglednica|DA
443|9.96|prikazovati|GBZ v sbz5|slika|DA
2073|8.88|prikazovati|GBZ v sbz5|nadaljevanje|DA
316|6.63|prikazovati|GBZ v sbz5|poglavje|DA
306|6.91|prikazovati|GBZ v sbz5|oblika|DA
257|5.78|prikazovati|GBZ v sbz5|del|DA
117|3.78|prikazovati|GBZ v sbz5|primer|DA
81|5.07|prikazovati|GBZ v sbz5|naloga|DA
66|3.59|prikazovati|GBZ v sbz5|čas|DA
61|3.88|prikazovati|GBZ v sbz5|obdobje|DA
182|8.69|prikazovati|GBZ v sbz5|graf|DA
57|7.23|prikazovati|GBZ v sbz5|grafikon|DA
145|8.16|prikazovati|GBZ v sbz5|luč|DA
129|8.11|prikazovati|GBZ v sbz5|izkaz|DA
55|6.96|prikazovati|GBZ v sbz5|bilanca|DA
90|6.93|prikazovati|GBZ v sbz5|poročilo|DA
88|7.61|prikazovati|GBZ v sbz5|stolpec|DA
85|7.34|prikazovati|GBZ v sbz5|odstotek|DA
60|3.67|prikazovati|GBZ v sbz5|mera|DA
66|6.71|prikazovati|GBZ v sbz5|podpoglavje|DA
93|4.08|prikazovati|GBZ v sbz5|podjetje|NE
79|3.17|prikazovati|GBZ v sbz5|leto|NE
75|3.74|prikazovati|GBZ v sbz5|Slovenija|NE
1759|10.92|prikazovati|GBZ na sbz5|slika|DA
762|7.98|prikazovati|GBZ na sbz5|stran|DA
110|7.59|prikazovati|GBZ na sbz5|primer|DA
90|4.82|prikazovati|GBZ na sbz5|mesto|DA
62|4.85|prikazovati|GBZ na sbz5|raven|DA
165|9.42|prikazovati|GBZ na sbz5|zaslon|DA
42|7.85|prikazovati|GBZ na sbz5|ekran|DA
110|8.96|prikazovati|GBZ na sbz5|graf|DA
62|8.4|prikazovati|GBZ na sbz5|os|DA
65|6.74|prikazovati|GBZ po sbz5|leto|DA
46|8.98|prikazovati|GBZ po sbz5|spol|DA
42|9.49|prikazovati|GBZ po sbz5|regija|DA
173|10.19|prikazovati|GBZ z sbz6|slika|DA
41|8.6|prikazovati|GBZ z sbz6|tabela|DA
123|5.22|prikazovati|GBZ z sbz6|pomoč|DA
50|9.04|prikazovati|GBZ z sbz6|graf|DA
49|8.9|prikazovati|GBZ z sbz6|simbol|DA
47|9.38|prikazovati|GBZ z sbz6|ročaj|NE
521|6.17|prikazovati|GBZ na sbz4|način|DA
54|4.4|prikazovati|GBZ na sbz4|primer|NE
45|4.25|prikazovati|GBZ na sbz4|vprašanje|NE
47|5.27|prikazovati|GBZ z sbz2|vidik|DA
33567|10.43|nizek|PBZ0 sbz0|stopnja|DA
17896|9.71|nizek|PBZ0 sbz0|raven|DA
3961|7.44|nizek|PBZ0 sbz0|mera|DA
32242|10.64|nizek|PBZ0 sbz0|cena|DA
15535|8.84|nizek|PBZ0 sbz0|vrednost|DA
6371|8.47|nizek|PBZ0 sbz0|ocena|DA
30977|10.35|nizek|PBZ0 sbz0|strošek|DA
9740|9.37|nizek|PBZ0 sbz0|temperatura|DA
2294|7.5|nizek|PBZ0 sbz0|frekvenca|DA
1853|7.07|nizek|PBZ0 sbz0|hitrost|DA
8295|9.12|nizek|PBZ0 sbz0|nivo|DA
5787|8.19|nizek|PBZ0 sbz0|delež|DA
2799|7.62|nizek|PBZ0 sbz0|odstotek|DA
6910|8.74|nizek|PBZ0 sbz0|razred|DA
5723|8.68|nizek|PBZ0 sbz0|dohodek|DA
5381|8.42|nizek|PBZ0 sbz0|izobrazba|DA
4764|8.33|nizek|PBZ0 sbz0|plača|DA
4164|8.3|nizek|PBZ0 sbz0|koncentracija|DA
2070|7.42|nizek|PBZ0 sbz0|vsebnost|DA
3110|7.91|nizek|PBZ0 sbz0|sloj|DA
2665|7.26|nizek|PBZ0 sbz0|rast|DA
2481|6.8|nizek|PBZ0 sbz0|število|DA
2205|6.96|nizek|PBZ0 sbz0|standard|DA
1870|6.71|nizek|PBZ0 sbz0|tveganje|DA
1977|7.42|nizek|PBZ0 sbz0|Nizka|NE
12991|9.07|nizek|rbz PBZ0|zelo|DA
6644|10.55|nizek|rbz PBZ0|relativno|DA
5966|10.47|nizek|rbz PBZ0|nekoliko|DA
4351|9.72|nizek|rbz PBZ0|precej|DA
2057|9.39|nizek|rbz PBZ0|razmeroma|DA
1797|8.84|nizek|rbz PBZ0|dokaj|DA
1715|8.71|nizek|rbz PBZ0|izredno|DA
1006|8.2|nizek|rbz PBZ0|izjemno|DA
695|7.01|nizek|rbz PBZ0|dovolj|DA
4203|9.61|nizek|rbz PBZ0|čim|DA
2917|9.78|nizek|rbz PBZ0|bistveno|DA
1207|7.66|nizek|rbz PBZ0|veliko|DA
542|7.5|nizek|rbz PBZ0|mnogo|DA
481|7.21|nizek|rbz PBZ0|malo|DA
383|6.38|nizek|rbz PBZ0|vse|DA
1207|8.85|nizek|rbz PBZ0|sorazmerno|DA
909|8.57|nizek|rbz PBZ0|znatno|DA
762|8.33|nizek|rbz PBZ0|občutno|DA
682|8.08|nizek|rbz PBZ0|značilno|DA
436|7.13|nizek|rbz PBZ0|običajno|DA
402|7.15|nizek|rbz PBZ0|praviloma|DA
3072|7.61|nizek|rbz PBZ0|tako|NE
1540|7.68|nizek|rbz PBZ0|vedno|NE
1091|8.49|nizek|rbz PBZ0|posledično|NE
946|6.15|nizek|rbz PBZ0|lahko|NE
6747|12.34|nizek|PBZ0 in/ali pbz0|visok|DA
2930|10.61|nizek|PBZ0 in/ali pbz0|srednji|DA
172|8.06|nizek|PBZ0 in/ali pbz0|stabilen|DA
100|6.67|nizek|PBZ0 in/ali pbz0|negativen|DA
338|7.74|nizek|PBZ0 rbz|glede|NE
157|7.25|nizek|PBZ0 rbz|zelo|NE
111|9.29|nizek|PBZ0 rbz|srednje|NE
115|9.1|nizek|PBZ0 kot sbz0|strošek|DA
387|8.06|nizek|PBZ0 kot sbz0|leto|NE
133|10.99|nizek|sbz1 Vez-gbz PBZ1|strošek|DA
130|9.08|nizek|gbz PBZ1|ostajati|DA
107|7.45|nizek|gbz PBZ1|ostati|DA
1752|11.44|nizek|PBZ0 od sbz2|povprečje|DA
1559|11.09|nizek|PBZ0 od sbz2|vrednost|DA
1218|11.05|nizek|PBZ0 od sbz2|cena|DA
667|10.19|nizek|PBZ0 od sbz2|strošek|DA
152|8.24|nizek|PBZ0 od sbz2|ocena|DA
543|10.08|nizek|PBZ0 od sbz2|plača|DA
287|9.17|nizek|PBZ0 od sbz2|znesek|DA
160|8.38|nizek|PBZ0 od sbz2|donosnost|DA
506|9.64|nizek|PBZ0 od sbz2|stopnja|DA
419|9.69|nizek|PBZ0 od sbz2|odstotek|DA
281|9.16|nizek|PBZ0 od sbz2|mera|DA
176|8.4|nizek|PBZ0 od sbz2|delež|DA
138|8.13|nizek|PBZ0 od sbz2|raven|DA
265|9.1|nizek|PBZ0 od sbz2|evro|DA
239|8.82|nizek|PBZ0 od sbz2|temperatura|DA
170|6.76|nizek|PBZ0 od sbz2|leto|NE
119|7.92|nizek|PBZ0 od sbz2|rast|NE
121|11.49|nizek|PBZ0 za sbz2|odstotek|NE
1158|11.12|nizek|PBZ0 v sbz5|primerjava|DA
215|10.0|nizek|PBZ0 v sbz5|Evropa|DA
158|8.21|nizek|PBZ0 v sbz5|država|DA
154|8.27|nizek|PBZ0 v sbz5|Slovenija|DA
128|9.9|nizek|PBZ0 v sbz5|EU|DA
264|8.32|nizek|PBZ0 v sbz5|leto|NE
101|7.51|nizek|PBZ0 v sbz5|primer|NE
5214|6.91|kriterij|pbz0 SBZ0|različen|DA
4816|7.24|kriterij|pbz0 SBZ0|pomemben|DA
4575|7.04|kriterij|pbz0 SBZ0|določen|DA
2286|7.78|kriterij|pbz0 SBZ0|izbran|DA
1364|7.42|kriterij|pbz0 SBZ0|naveden|DA
1073|6.58|kriterij|pbz0 SBZ0|omenjen|DA
682|7.1|kriterij|pbz0 SBZ0|zahtevan|DA
4550|7.9|kriterij|pbz0 SBZ0|naslednji|DA
4204|6.99|kriterij|pbz0 SBZ0|posamezen|DA
1110|6.25|kriterij|pbz0 SBZ0|ostal|DA
3799|10.07|kriterij|pbz0 SBZ0|konvergenčen|DA
3171|9.8|kriterij|pbz0 SBZ0|maastrichtski|DA
3005|6.98|kriterij|pbz0 SBZ0|osnoven|DA
2119|6.85|kriterij|pbz0 SBZ0|glaven|DA
1011|6.16|kriterij|pbz0 SBZ0|ključen|DA
955|6.12|kriterij|pbz0 SBZ0|dodaten|DA
1849|6.9|kriterij|pbz0 SBZ0|ekonomski|DA
1284|8.11|kriterij|pbz0 SBZ0|objektiven|DA
1056|7.62|kriterij|pbz0 SBZ0|postavljen|DA
928|5.92|kriterij|pbz0 SBZ0|splošen|DA
825|7.56|kriterij|pbz0 SBZ0|strog|DA
794|7.5|kriterij|pbz0 SBZ0|kvantitativen|DA
711|7.33|kriterij|pbz0 SBZ0|kvalitativen|DA
768|7.48|kriterij|pbz0 SBZ0|odločitven|DA
746|7.39|kriterij|pbz0 SBZ0|izpolnjen|DA
4720|8.26|kriterij|sbz0 SBZ2|podlaga|DA
1628|7.72|kriterij|sbz0 SBZ2|osnova|DA
3277|7.7|kriterij|sbz0 SBZ2|vrednost|DA
1157|7.01|kriterij|sbz0 SBZ2|ocena|DA
849|5.33|kriterij|sbz0 SBZ2|uporaba|DA
2638|9.76|kriterij|sbz0 SBZ2|izpolnjevanje|DA
968|7.7|kriterij|sbz0 SBZ2|določitev|DA
517|6.23|kriterij|sbz0 SBZ2|doseganje|DA
2522|10.46|kriterij|sbz0 SBZ2|drevo|DA
1676|8.69|kriterij|sbz0 SBZ2|pomembnost|DA
543|5.73|kriterij|sbz0 SBZ2|vpliv|DA
1469|9.78|kriterij|sbz0 SBZ2|utež|DA
1032|7.9|kriterij|sbz0 SBZ2|upoštevanje|DA
845|8.42|kriterij|sbz0 SBZ2|identifikacija|DA
555|6.27|kriterij|sbz0 SBZ2|izbira|DA
686|5.82|kriterij|sbz0 SBZ2|pomoč|DA
641|4.64|kriterij|sbz0 SBZ2|število|DA
605|8.06|kriterij|sbz0 SBZ2|izpolnitev|DA
589|6.93|kriterij|sbz0 SBZ2|seznam|DA
533|6.29|kriterij|sbz0 SBZ2|opredelitev|DA
514|6.47|kriterij|sbz0 SBZ2|opis|DA
2072|9.61|kriterij|SBZ0 sbz2|ocenjevanje|DA
1252|8.85|kriterij|SBZ0 sbz2|izbira|DA
959|8.61|kriterij|SBZ0 sbz2|vrednotenje|DA
511|8.27|kriterij|SBZ0 sbz2|izbor|DA
1785|8.46|kriterij|SBZ0 sbz2|uspešnost|DA
1302|7.17|kriterij|SBZ0 sbz2|kakovost|DA
3306|10.61|kriterij|gbz SBZ4|izpolnjevati|DA
953|9.15|kriterij|gbz SBZ4|izpolniti|DA
635|7.78|kriterij|gbz SBZ4|postaviti|DA
1920|8.38|kriterij|gbz SBZ4|upoštevati|DA
1845|8.44|kriterij|gbz SBZ4|določiti|DA
692|7.23|kriterij|gbz SBZ4|določati|DA
552|7.3|kriterij|gbz SBZ4|opredeliti|DA
852|4.53|kriterij|gbz SBZ4|imeti|DA
837|6.66|kriterij|gbz SBZ4|uporabljati|DA
719|6.85|kriterij|gbz SBZ4|uporabiti|DA
1153|10.75|kriterij|priredje|merilo|DA
2973|10.44|kriterij|gbz SBZ3|ustrezati|DA
856|10.82|kriterij|gbz SBZ3|zadostiti|DA
870|11.09|kriterij|gbz SBZ2|izpolnjevati|NE
732|11.21|kriterij|Neg-gbz SBZ2|izpolnjevati|DA
1082|6.25|kriterij|rbz SBZ2|več|DA
1961|10.41|kriterij|SBZ0 za sbz4|ocenjevanje|DA
1752|10.32|kriterij|SBZ0 za sbz4|izbira|DA
1258|10.09|kriterij|SBZ0 za sbz4|izbor|DA
682|9.12|kriterij|SBZ0 za sbz4|vrednotenje|DA
523|8.89|kriterij|SBZ0 za sbz4|presoja|DA
1362|9.99|kriterij|SBZ0 za sbz4|napredovanje|DA
1329|9.91|kriterij|SBZ0 za sbz4|določitev|DA
872|9.24|kriterij|SBZ0 za sbz4|ugotavljanje|DA
833|9.15|kriterij|SBZ0 za sbz4|določanje|DA
766|9.12|kriterij|SBZ0 za sbz4|ocena|DA
693|9.34|kriterij|SBZ0 za sbz4|opredelitev|DA
700|11.14|kriterij|sbz0 po SBZ5|odločanje|DA
1608|7.03|kriterij|gbz po SBZ5|biti|NE
556|5.48|kriterij|gbz pri SBZ5|biti|NE
731|6.81|kriterij|gbz na SBZ5|temeljiti|DA
690|10.21|kriterij|SBZ0 pri sbz5|izbira|DA
602|6.36|kriterij|sbz0 z SBZ6|sklad|DA
1313|9.69|diagram|pbz0 SBZ0|mrežen|DA
1278|10.35|diagram|pbz0 SBZ0|blokoven|DA
880|8.95|diagram|pbz0 SBZ0|razreden|DA
821|8.13|diagram|pbz0 SBZ0|procesen|DA
475|5.93|diagram|pbz0 SBZ0|strateški|DA
451|5.97|diagram|pbz0 SBZ0|časoven|DA
265|7.29|diagram|pbz0 SBZ0|funkcijski|DA
214|5.67|diagram|pbz0 SBZ0|strukturen|DA
777|9.28|diagram|pbz0 SBZ0|fazen|DA
766|9.79|diagram|pbz0 SBZ0|razseven|DA
548|7.23|diagram|pbz0 SBZ0|prikazan|DA
502|9.11|diagram|pbz0 SBZ0|vzročno-posledičen|DA
453|6.9|diagram|pbz0 SBZ0|dneven|DA
439|9.01|diagram|pbz0 SBZ0|torten|DA
302|8.46|diagram|pbz0 SBZ0|stolpčen|DA
420|6.51|diagram|pbz0 SBZ0|spodnji|DA
199|5.47|diagram|pbz0 SBZ0|zgornji|DA
399|8.13|diagram|pbz0 SBZ0|posledičen|DA
392|8.88|diagram|pbz0 SBZ0|kazalčen|DA
350|8.54|diagram|pbz0 SBZ0|interakcijski|DA
201|7.5|diagram|pbz0 SBZ0|relacijski|DA
336|7.86|diagram|pbz0 SBZ0|drevesen|DA
290|8.44|diagram|pbz0 SBZ0|lestvičen|DA
248|3.91|diagram|pbz0 SBZ0|naslednji|DA
210|6.38|diagram|pbz0 SBZ0|urejen|DA
3601|11.42|diagram|SBZ0 sbz2|potek|DA
1157|8.41|diagram|SBZ0 sbz2|tok|DA
977|7.97|diagram|SBZ0 sbz2|primer|DA
971|6.37|diagram|SBZ0 sbz2|proces|DA
699|6.97|diagram|SBZ0 sbz2|aktivnost|DA
528|6.05|diagram|SBZ0 sbz2|vrednost|DA
510|6.45|diagram|SBZ0 sbz2|stanje|DA
256|3.83|diagram|SBZ0 sbz2|sistem|DA
177|5.64|diagram|SBZ0 sbz2|sodelovanje|DA
168|5.98|diagram|SBZ0 sbz2|povezava|DA
153|4.62|diagram|SBZ0 sbz2|model|DA
145|5.56|diagram|SBZ0 sbz2|struktura|DA
717|9.51|diagram|SBZ0 sbz2|zaporedje|DA
359|7.94|diagram|SBZ0 sbz2|obremenitev|DA
223|6.79|diagram|SBZ0 sbz2|napetost|DA
319|7.94|diagram|SBZ0 sbz2|odvisnost|DA
308|7.85|diagram|SBZ0 sbz2|vzrok|DA
306|8.56|diagram|SBZ0 sbz2|prehajanje|DA
259|5.7|diagram|SBZ0 sbz2|sila|DA
243|8.05|diagram|SBZ0 sbz2|kost|DA
220|6.52|diagram|SBZ0 sbz2|razred|DA
191|6.43|diagram|SBZ0 sbz2|poraba|DA
156|6.49|diagram|SBZ0 sbz2|baza|DA
154|5.75|diagram|SBZ0 sbz2|pot|DA
149|7.36|diagram|SBZ0 sbz2|moment|DA
525|5.01|diagram|sbz0 SBZ2|primer|DA
287|3.85|diagram|sbz0 SBZ2|uporaba|DA
252|3.6|diagram|sbz0 SBZ2|del|DA
135|3.6|diagram|sbz0 SBZ2|stran|DA
131|3.13|diagram|sbz0 SBZ2|vrsta|DA
107|4.58|diagram|sbz0 SBZ2|element|DA
80|4.08|diagram|sbz0 SBZ2|tip|DA
418|7.71|diagram|sbz0 SBZ2|tehnika|DA
109|2.9|diagram|sbz0 SBZ2|analiza|DA
72|2.84|diagram|sbz0 SBZ2|metoda|DA
374|5.95|diagram|sbz0 SBZ2|izdelava|DA
200|5.14|diagram|sbz0 SBZ2|prikaz|DA
69|3.72|diagram|sbz0 SBZ2|priprava|DA
60|2.9|diagram|sbz0 SBZ2|oblikovanje|DA
118|4.66|diagram|sbz0 SBZ2|primerjava|DA
139|8.19|diagram|sbz0 SBZ2|risanje|DA
103|7.95|diagram|sbz0 SBZ2|izris|DA
88|4.6|diagram|sbz0 SBZ2|seznam|DA
60|4.03|diagram|sbz0 SBZ2|potek|DA
760|6.12|diagram|sbz0 SBZ2|pomoč|NE
697|5.22|diagram|sbz0 SBZ2|oblika|NE
233|4.04|diagram|sbz0 SBZ2|podlaga|NE
89|3.76|diagram|sbz0 SBZ2|osnova|NE
141|8.31|diagram|sbz0 SBZ2|blok|DA
87|8.21|diagram|sbz0 SBZ2|Stateflow|DA
675|7.43|diagram|gbz SBZ4|prikazovati|DA
79|4.98|diagram|gbz SBZ4|narediti|DA
50|4.68|diagram|gbz SBZ4|prikazati|DA
312|7.39|diagram|gbz SBZ4|izdelati|DA
59|4.63|diagram|gbz SBZ4|pripraviti|DA
232|9.4|diagram|gbz SBZ4|narisati|DA
121|9.5|diagram|gbz SBZ4|izrisati|DA
154|4.78|diagram|gbz SBZ4|uporabiti|DA
102|3.74|diagram|gbz SBZ4|uporabljati|DA
101|2.76|diagram|gbz SBZ4|predstavljati|DA
89|3.75|diagram|gbz SBZ4|dobiti|DA
205|9.36|diagram|priredje|tabela|DA
59|8.16|diagram|priredje|graf|DA
58|9.24|diagram|priredje|preglednica|DA
118|5.66|diagram|gbz SBZ2|kazati|NE
126|8.24|diagram|gbz v SBZ5|prikazati|DA
487|2.46|diagram|gbz v SBZ5|biti|NE
114|5.86|diagram|gbz v SBZ5|potekati|NE
53|6.85|diagram|gbz na SBZ5|videti|DA
51|7.95|diagram|gbz na SBZ5|prikazati|DA
264|3.76|diagram|gbz na SBZ5|biti|NE
1324|10.83|diagram|SBZ0 na sbz5|slika|DA
56|5.51|diagram|SBZ0 na sbz5|nivo|DA
51|3.95|diagram|SBZ0 v sbz5|oblika|DA
97|7.64|diagram|SBZ0 za sbz4|določitev|DA
62|7.73|diagram|SBZ0 za sbz4|spremenljivka|DA
63|9.9|diagram|sbz0 v SBZ5|krivulja|DA
101|10.69|diagram|gbz iz SBZ2|odčitati|DA
90|8.35|diagram|gbz iz SBZ2|razbrati|DA
72|8.24|diagram|gbz iz SBZ2|videti|DA
549|6.59|diagram|gbz iz SBZ2|biti|NE
270|7.66|diagram|pbz0 v SBZ5|prikazan|DA
58|5.96|diagram|pbz0 v SBZ5|predstavljen|DA
283|7.7|diagram|pbz0 na SBZ5|prikazan|DA
160|9.53|diagram|gbz z SBZ6|prikazati|DA
71|8.46|diagram|gbz z SBZ6|predstaviti|DA
77|9.02|diagram|gbz z SBZ6|ponazoriti|DA
65|6.25|diagram|gbz z SBZ6|pomagati|DA
114|8.31|diagram|gbz z SBZ6|potekati|NE
92|2.39|diagram|gbz z SBZ6|biti|NE
52|8.05|diagram|sbz0 z SBZ6|metoda|DA
265|7.93|diagram|pbz0 iz SBZ2|razviden|DA
106|9.57|diagram|pbz0 z SBZ6|prikazan|DA
50|8.51|diagram|pbz0 z SBZ6|predstavljen|DA
3491|9.53|uvesti|GBZ sbz4|sistem|DA
1447|8.58|uvesti|GBZ sbz4|sprememba|DA
1203|8.49|uvesti|GBZ sbz4|postopek|DA
830|7.89|uvesti|GBZ sbz4|program|DA
530|6.91|uvesti|GBZ sbz4|način|DA
394|6.75|uvesti|GBZ sbz4|oblika|DA
345|6.84|uvesti|GBZ sbz4|model|DA
334|5.52|uvesti|GBZ sbz4|možnost|DA
327|6.58|uvesti|GBZ sbz4|metoda|DA
1710|9.2|uvesti|GBZ sbz4|ukrep|DA
531|7.31|uvesti|GBZ sbz4|rešitev|DA
431|7.46|uvesti|GBZ sbz4|pojem|DA
