105|5.13|855|korenina|samostalnik|sbz0 SBZ2|123|41434883|ansambel|korenina_651|Da je bil večer res prijeten, so poskrbeli še ansambel Korenine in Saša Lendero.|NE|2:Ne:NE|4:Ne:NE|3:NeVem:NEVEM||
20|2.81|1097|matineja|samostalnik|SBZ0 sbz2|22|97759855|ansambel|matineja_136|LJUBLJANA, 12. - V Slovenski filharmoniji bo v nedeljo ob 11. uri letošnja četrta Nedeljska matineja komornega ansambla Slovenicum.|DA|4:Razsirjena:DA|2:Da:DA|3:Da:DA||
13|0.98|450|embalaža|samostalnik|SBZ0 sbz2|98|90168568|april|embalaža_451|Za oceno je potrebno dostaviti do 6. marca 2003 po pol litra kisa na sedež lokalne enote kmetijske svetovalne službe, za razstavo pa nagrajene izdelke v primerni embalaži 2. aprila 2003 do 8. ure v Minoritski samostan na Ptuj.|NE|4:Struktura:NE|2:Ne:NE|5:Ne:NE||
19|2.98|57|avtoriteta|samostalnik|SBZ0 sbz2|81|31735351|argument|avtoriteta_418|BLED, 24. - Ko gre za avtoriteto argumentov, Slovenci radi poiščemo somišljenike na Zahodu, zlasti pri avstrijskih sosedih.|DA|4:MnozinaKol:DA|2:Da:DA|3:Da:DA||
23|3.27|76|avtoriteta|samostalnik|sbz0 SBZ2|103|31735999|argument|avtoriteta_583|V teoriji argumentiranja je takšen argument znan pod imenom » argument avtoritete«, ki pa sploh ni veljaven argument.|DA|4:Da:DA|2:Da:DA|3:Da:DA||
7|1.37|1280|nacionalka|samostalnik|sbz0 SBZ2|21|93631491|arhiv|nacionalka_109|Zbrana iz zaprašenih arhivov beograjske nacionalke je res opomnik na druge čase.|DA|4:MnozinaKol:DA|2:Da:DA|7:Da:DA||
13|4.85|918|kraljica|samostalnik|sbz0 SBZ2|94|50348910|arija|kraljica_466|Hočete si ogledati koncerte, slišati operne pevce, ki pojejo arijo kraljice noči iz Čarobne piščali.|DA|2:Razsirjena:DA|4:NeVem:NEVEM|3:Razsirjena:DA||
29|6.79|232|cvet|samostalnik|SBZ0 sbz2|68|83313182|arnika|cvet_306|Za pripravo hladnih obkladkov za blaženje nadležnih pikov žuželk priporočajo čaj iz cvetov arnike.|DA|4:Da:DA|2:Da:DA|5:Da:DA||
6|3.6|205|cimet|samostalnik|sbz0 SBZ2|21|102492027|aroma|cimet_68|Enostaven, pretkan s prefinjeno aromo cimeta kot nalašč za sladek začetek novega leta.|DA|4:Da:DA|2:Da:DA|5:Da:DA||
5|3.47|1114|melona|samostalnik|sbz0 SBZ2|23|104219767|aroma|melona_86|Vonj ni najbolj čist in čez čas nam uspe razločiti arome zelo zrelih melon in ananasa.|DA|4:Da:DA|2:Da:DA|3:Da:DA||
57|5.23|1435|poker|samostalnik|SBZ0 sbz2|28|92591589|as|poker_174|Še verjetneje pa je, da tudi ponovitve Hannawaldovega »pokra asov « ne bo.|DA|4:NeVem:NEVEM|2:NeVem:NEVEM|7:MnozinaKol:DA||
8|4.35|2161|zborovodja|samostalnik|sbz0 SBZ2|25|87330414|asistent|zborovodja_115|Zbor bo vodil Gregor Klančič ( asistent zborovodje vrhunskega Slovenskega komornega zbora, vodi ali je vodil več primorskih zborov, npr. zbor V. Vodopivec).|DA|4:Da:DA|2:Da:DA|5:Da:DA||
43|6.13|1518|prestolnica|samostalnik|SBZ0 sbz2|48|49226967|Atena|prestolnica_226|Pošiljko bombo so prejeli tudi v enem od zaporov v grški prestolnici Atene.|NE|4:Struktura:NE|2:Struktura:NE|7:Struktura:NE||
76|7.03|1177|moda|samostalnik|sbz0 SBZ2|62|86757306|avenija|moda_201|Televizijsko voditeljico, novinarko in pevko smo prejšnji teden srečali v trgovini Avenija mode v ljubljanskem trgovskem centru.|NE|4:Ne:NE|2:Ne:NE|3:NeVem:NEVEM||
40|2.46|1006|kronika|samostalnik|sbz0 SBZ2|89|62014985|avtor|kronika_383|Morda se učenci med poukom dolgočasijo ali pa imajo za to druge razloge,« med drugim zapiše avtor črne šolske kronike.|DA|4:Razsirjena:DA|3:Da:DA|2:Da:DA||
138|4.17|1581|prevod|samostalnik|SBZ0 sbz2|89|54741251|avtor|prevod_336|Na straneh tujih spletnih literarnih revij je čedalje pogosteje najti tudi prevode slovenskih avtorjev.|DA|4:Razsirjena:DA|7:Razsirjena:DA|2:Da:DA||
50|5.22|1032|kuhinja|samostalnik|SBZ0 sbz2|127|77578010|babica|kuhinja_566|Ena od njih je »kuhinja naših babic «.|NE|4:NeVem:NEVEM|3:NeVem:NEVEM|2:Razsirjena:DA||
10|3.04|2135|vrenje|samostalnik|sbz0 SBZ2|50|86881837|bakterija|vrenje_189|Takrat pride v prisotnosti bakterij jabolčnega mlečnega vrenja do razgradnje jabolčne kisline v bolj blago mlečno kislino.|DA|4:Razsirjena:DA|2:Da:DA|5:Razsirjena:DA||
6|3.43|2035|svila|samostalnik|sbz0 SBZ2|61|87169239|bala|svila_225|Vstal je in se odtihotapil med balami svile, da bi bolje slišal.|DA|4:Da:DA|2:Da:DA|5:Da:DA||
15|3.95|408|džez|samostalnik|SBZ0 sbz2|19|57632124|balet|džez_113|Imela sem veliko ur igre, saj na sprejemnih poleg dveh kontrastnih pesmi in džez baleta zahtevajo tudi znanje dveh kontrastnih monologov.|NE|4:Struktura:NE|2:Struktura:NE|5:Struktura:NE||
84|6.33|704|jazz|samostalnik|SBZ0 sbz2|64|95226887|balet|jazz_391|Poskusila je že skoraj vse zvrsti: od klasičnega baleta, jazz baleta do hiphopa.|NE|4:Struktura:NE|2:Struktura:NE|5:Ne:NE||
64|8.09|934|krona|samostalnik|sbz0 SBZ2|37|19090640|balirka|krona_176|BALIRKO krone combi pack 1250 za okrogle bale, prodam.|NE|2:NeVem:NEVEM|4:Ne:NE|3:Ne:NE||
64|7.1|1778|senca|samostalnik|SBZ0 sbz2|40|23633845|bananovec|senca_16|"Napišite svoje ime, priimek, naslov in telefonsko številko ter pripišite ""Življenje v senci bananovca ""."|NE|4:Da:DA|2:ZgledNeKolMorda:NE|5:Ne:NE||
11|4.29|37|aplikacija|samostalnik|SBZ0 sbz2|98|91480514|bančništvo|aplikacija_543|Izvedli pa bodo tudi nadgradnjo aplikacije elektronskega bančništva (Net.stik) z novimi funkcionalnostmi, ki so potrebne pri poslovanju s transakcijskimi računi.|DA|4:Razsirjena:DA|2:Razsirjena:DA|3:Razsirjena:DA||
251|3.61|2203|čelo|samostalnik|SBZ0 sbz2|56|16698549|banka|čelo_163|Tudi v njih je vodstvena ekipa, ki je bila na čelu banke minulih pet let, delovala strokovno in profesionalno.|DA|4:NeVem:NEVEM|2:Da:DA|5:Razsirjena:DA||
12|3.15|2241|šank|samostalnik|SBZ0 sbz2|20|87827726|bar|šank_16|Prvi med luksemburškimi revizorji se je moral sprijazniti z improvizirano predstavitvijo poročila, in sicer za šankom novinarskega bara, kjer je novinarjem delil izvode dokumenta.|DA|4:Razsirjena:DA|2:Da:DA|5:Da:DA||
259|4.38|234|cvet|samostalnik|SBZ0 sbz2|70|83312387|barva|cvet_316|Ameriški slamnik je poldrugi meter visoka zdravilna rastlina z lepimi cvetovi svetlo vijoličaste barve.|DA|4:Razsirjena:DA|2:Razsirjena:DA|5:Razsirjena:DA||
62|2.33|315|dež|samostalnik|sbz0 SBZ2|87|6686842|barva|dež_296|Pes je navzoč tudi v mojem zadnjem romanu Barva dežja in menda bo vlogo imel tudi v novem.|NE|4:Ne:NE|2:Ne:NE|5:Ne:NE||
29|1.25|443|embalaža|samostalnik|SBZ0 sbz2|91|90168576|barva|embalaža_416|Odpadno meso bo moralo biti v embalaži določenih barv oziroma bodo morala biti ustrezno označena vozila za njegov prevoz.|DA|4:Razsirjena:DA|2:ZgledNeKolMorda:NE|5:Ne:NE||
26|1.09|786|kaki|samostalnik|SBZ0 sbz2|19|86345713|barva|kaki_88|Da vas žuželke ne bi napadale, nosite bela oblačila ali pa oblačila kaki barve.|NE|4:Struktura:NE|2:Struktura:NE|3:NeVem:NEVEM||
25|1.03|1202|moda|samostalnik|SBZ0 sbz2|101|86755656|barva|moda_435|Glede barv so trenutno na področju spodnjega perila ob večni, klasični beli, črni in kožni barvi v modi barve zrelega sadja.|NE|4:Struktura:NE|2:Struktura:NE|3:Ne:NE||
32|1.39|1364|perje|samostalnik|SBZ0 sbz2|59|83257248|barva|perje_312|Šele sedaj je ptica spoznala, da je njeno perje mavrične barve.|DA|4:Razsirjena:DA|2:Razsirjena:DA|7:Razsirjena:DA||
64|2.39|1372|plašč|samostalnik|SBZ0 sbz2|90|51429418|barva|plašč_396|Tam ga je pričakal nek tip, visok, v dežnem plašču rjave barve in prav takem klobuku.|DA|4:Razsirjena:DA|2:Razsirjena:DA|7:Razsirjena:DA||
22|0.85|1391|plašč|samostalnik|sbz0 SBZ2|112|51430095|barva|plašč_533|Morda najbolj nesprejemljivo za naše razvajeno oko je njihovo preveč usklajeno oblačenje; ko se srečajo s prijateljicami, ima ena vsakič dodatek v barvi plašča druge in tako naprej.|DA|4:Da:DA|2:Da:DA|7:Da:DA||
40|1.67|1927|smetana|samostalnik|sbz0 SBZ2|58|77665618|barva|smetana_306|Kombinirajte prefinjene črne garderobne kose z nežnimi zlatimi poudarki in oblačili v barvi smetane.|DA|4:Da:DA|2:Da:DA|7:Da:DA||
24|5.53|1520|prestolnica|samostalnik|SBZ0 sbz2|56|49227168|Bavarska|prestolnica_266|Dijaki tretjega letnika strojne usmeritve Srednje šole Jesenice so pred kratkim obiskali prestolnico Bavarske München.|DA|4:Da:DA|2:Da:DA|7:Da:DA||
93|5.14|36|aplikacija|samostalnik|SBZ0 sbz2|96|91480310|baza|aplikacija_533|"Čarovnik za baze podatkov nudi način za izdelavo manjših ""standardnih"" aplikacij baz podatkov."|DA|4:Razsirjena:DA|2:Razsirjena:DA|3:NeVem:NEVEM||
952|9.47|1211|možgani|samostalnik|sbz0 SBZ2|38|59352346|beg|možgani_6|Sploh pomanjkanje denarja v slovenski znanosti in beg možganov sta dve veliki težavi.|DA|4:Da:DA|2:Da:DA|3:Da:DA||
5|4.43|1354|perje|samostalnik|sbz0 SBZ2|45|83257527|belina|perje_204|Je tudi ptica z najbolj značilnim nasprotjem beline perja in črnih kril, ima lesketajoče rdeče noge in kljun.|DA|4:Da:DA|2:Da:DA|7:Da:DA||
101|2.0|775|jezik|samostalnik|SBZ0 sbz2|132|38899108|beseda|jezik_661|Veliko je v slovenščini in omenjenih jezikih enakih besed z drugačnim pomenom, ki zavajajo.|NE|4:Struktura:NE|2:Ne:NE|3:Ne:NE||
94|8.23|216|cvet|samostalnik|SBZ0 sbz2|52|83312681|bezeg|cvet_201|Spekli so 700 jajc in jih dopolnili s cvetovi bezga in akacije ter drobnjakom in ocvirki.|DA|4:Da:DA|2:Da:DA|5:Da:DA||
279|8.48|1563|prevod|samostalnik|SBZ0 sbz2|70|54741420|biblija|prevod_186|Slovenci smo kot dvanajsti narod na svetu dobili prevod Biblije v slovenščino sredi 16. stoletja.|DA|4:Razsirjena:DA|7:Da:DA|2:Da:DA||
15|6.1|1591|prevod|samostalnik|sbz0 SBZ2|99|54743305|bibliografija|prevod_401|Od 105 leposlovnih naslovov in 8 antologij, ki jih premore bibliografija nemških prevodov portugalske literature, so jih kar 40 izdali letos.|DA|4:Razsirjena:DA|7:Da:DA|2:Da:DA||
16|5.53|2239|šank|samostalnik|SBZ0 sbz2|18|87827713|bife|šank_6|Vsi ne moremo biti lovci, filatelisti, balinarji ali sloneti na aluminijastih šankih bifejev ...|DA|4:Da:DA|2:Da:DA|5:Da:DA||
16|5.32|1370|plašč|samostalnik|SBZ0 sbz2|85|51429653|birokracija|plašč_361|Nato se je denimo predstavljal kot nekakšen dobrodušen in demokratični klub za sajenje rožic, v katerem »bomo kot člani za isto mizo enakopravno odločali«, ne pa s plaščem birokracije prikrita vojaško-politična organizacija, v kateri se ve, kdo ima glavno besedo.|DA|4:Da:DA|2:Da:DA|7:Da:DA||
13|5.72|468|etaža|samostalnik|SBZ0 sbz2|44|92922576|blagovnica|etaža_144|V kletni etaži blagovnice v centru Jesenic oddajamo v najem poslovni prostor v izmeri 103 m2.|DA|4:Da:DA|2:Da:DA|5:Da:DA||
9|3.48|1933|smrad|samostalnik|SBZ0 sbz2|37|91244416|blato|smrad_239|Če redno nekaj dni zaporedoma vsaki dve do tri ure pijemo sveži sok borovnic, lahko pozdravimo lažje prebavne motnje pa tudi moteči smrad blata.|DA|4:Da:DA|2:Da:DA|7:Da:DA||
15|6.56|942|krona|samostalnik|sbz0 SBZ2|44|19090572|blesk|krona_211|Blesk zlate krone je privlačna in zelo berljiva predstavitev usode neke kranjske plemiške rodbine srednjega veka.|DA|2:Da:DA|4:NeVem:NEVEM|3:Da:DA||
339|5.91|1538|prestolnica|samostalnik|sbz0 SBZ2|75|49228463|bližina|prestolnica_386|Nek dom za starejše občane v bližini južnoafriške prestolnice Johannesburg je v nedeljo ...|DA|4:Struktura:NE|2:Da:DA|7:Da:DA||
11|1.52|481|etaža|samostalnik|SBZ0 sbz2|57|92922454|blok|etaža_229|Zelo iskana so tudi večja atrijska stanovanja in stanovanja s teraso v zgornjih etažah blokov, ki se uveljavljajo kot nadomestek hiš.|DA|4:Razsirjena:DA|2:Da:DA|5:Da:DA||
68|3.86|316|dež|samostalnik|sbz0 SBZ2|88|6686751|bog|dež_291|Zaradi izjemnega pomena vode je dobil bog dežja in vode dodatni pomen.|DA|4:Da:DA|2:Da:DA|5:Da:DA||
33|2.87|1365|peskovnik|samostalnik|SBZ0 sbz2|12|95203694|bog|peskovnik_21|Playboy: Je bil Peskovnik boga otroka naročena knjiga, tako kot Panika?|NE|4:Ne:NE|2:Ne:NE|7:NeVem:NEVEM||
51|3.45|1982|spremljevalec|samostalnik|SBZ0 sbz2|47|69351871|bog|spremljevalec_262|Ime tragedija izvira iz besed tragos (kozel) in ode (pesem), zato se zdi verjetna domneva, da so bili člani zbora sprva oblečeni v kozlom podobne satire, spremljevalce boga Dioniza.|DA|4:Razsirjena:DA|2:Da:DA|7:Da:DA||
5|3.59|134|blaženost|samostalnik|sbz0 SBZ2|9|87381408|boginja|blaženost_31|Cita je skrajšana oblika imena Felicita, ki izhaja iz latinskega imena Felicitas, kakor se je imenovala rimska boginja blaženosti.|DA|4:Da:DA|2:Da:DA|3:Da:DA||
64|2.62|1802|senca|samostalnik|SBZ0 sbz2|67|23631056|boj|senca_181|Beograjske organizacije za človekove pravice opozarjajo na oživljanje skrajnega nacionalizma v senci vsesplošnega boja proti kriminalu.|NE|4:Struktura:NE|2:Razsirjena:DA|5:Razsirjena:DA||
40|6.1|1805|senca|samostalnik|sbz0 SBZ2|105|23634375|bojevnik|senca_521|Springerja - 20.00 Kung fu: Bojevniki senc, film - 21.45 Pa me ustreli!|NE|4:Ne:NE|2:Ne:NE|5:Ne:NE||
38|1.7|557|govedo|samostalnik|sbz0 SBZ2|57|96055722|bolezen|govedo_296|Dvomljivce take vrste velja spomniti na novodobne bolezni goveda in ovac ter na velike moralne dileme, ki ob tem prihajajo na dan.|DA|4:Da:DA|2:Da:DA|5:Da:DA||
24|1.03|1992|spremljevalec|samostalnik|SBZ0 sbz2|57|69351916|bolezen|spremljevalec_312|Pomembno je še vedeti, da je povišan utrip tudi pogost spremljevalec bolezni, še zlasti v povezavi s povišano telesno temperaturo.|DA|4:Da:DA|2:Da:DA|7:Da:DA||
21|0.85|2014|spremljevalka|samostalnik|SBZ0 sbz2|46|77477226|bolezen|spremljevalka_251|Velik napredek v zdravljenju je pomenila uvedba eritropoetina, s katerim zdravijo slabokrvnost, ki je pogosta spremljevalka kronične ledvične bolezni.|DA|4:Da:DA|2:Da:DA|7:Da:DA||
54|3.13|1223|možgani|samostalnik|SBZ0 sbz2|104|59351567|bolnik|možgani_671|Raziskovalcem so bili najljubši možgani duševnih bolnikov in ljudi, ki so trpeli zaradi depresije.|DA|4:Razsirjena:DA|2:Da:DA|3:Da:DA||
231|5.05|1868|sindikat|samostalnik|SBZ0 sbz2|56|64310763|bolnik|sindikat_331|Poudarili so, da se zavedajo občutljivosti problematike in da so bili temu namenjeni pogovori ministrice s predstavniki Sindikata azbestnih bolnikov Slovenije.|DA|4:Razsirjena:DA|2:Razsirjena:DA|5:Razsirjena:DA||
27|1.87|1041|kuhinja|samostalnik|SBZ0 sbz2|139|77577474|bolnišnica|kuhinja_646|Zadnja povodenj je povzročila nekaj težav tudi v kuhinji trboveljske bolnišnice, kje je zalilo nekaj aparatur in kuhinjskega pohištva.|DA|4:Razsirjena:DA|2:Razsirjena:DA|3:Da:DA||
25|5.02|1549|prestolnica|samostalnik|sbz0 SBZ2|84|49228949|bombardiranje|prestolnica_436|Američani bodo v prihodnjih dneh nedvomno manj previdni pri »selektivnem bombardiranju « iraške prestolnice.|DA|4:Da:DA|2:Da:DA|7:Da:DA||
8|6.85|524|gojitelj|samostalnik|SBZ0 sbz2|8|102420561|bonsaj|gojitelj_21|Kdaj je bilo to in kateri Evropejci veljajo za najboljše gojitelje bonsajev?|DA|4:MnozinaKol:DA|2:Da:DA|5:MnozinaKol:DA||
24|4.98|1790|senca|samostalnik|SBZ0 sbz2|53|23633116|bor|senca_96|Tudi sicer je za to prijazno letovišče v senci borov veliko zanimanja.|DA|4:MnozinaKol:DA|2:Da:DA|5:Razsirjena:DA||
74|6.46|1874|skodelica|samostalnik|SBZ0 sbz2|53|89227792|borovnica|skodelica_66|Napitek za možgane: V električnem mešalniku zmiksajte 2 jedilni žlici mandljev, 250 ml sojinega mleka, 1 skodelico borovnic, sok 1 limone in 1 banano.|DA|4:MnozinaKol:DA|2:MnozinaKol:DA|7:MnozinaKol:DA||
12|4.91|2002|spremljevalka|samostalnik|SBZ0 sbz2|32|77477524|Brad|spremljevalka_181|Ona je že vrsto let spremljevalka Brada Pitta in mati nepregledne četice njegovih otrok.|NE|4:Ne:NE|2:Ne:NE|7:Ne:NE||
16|5.96|945|krona|samostalnik|sbz0 SBZ2|48|19090507|brana|krona_241|PETPERESNI podrahljalnik zemlje, samohodno škropilnico solo minor, vrtni traktor za košnjo trave v parku in vrtavkaste brane krone širine 2,5 m prodam.|NE|2:Ne:NE|4:Struktura:NE|4:Da:DA|3:Ne:NE|
21|2.84|1425|podnapis|samostalnik|sbz0 SBZ2|29|86423281|branje|podnapis_126|Čeprav zaslon ni dovolj velik za udobno branje podnapisov, pa je to možno.|DA|4:MnozinaIzt:DA|2:MnozinaKol:DA|7:MnozinaIzt:DA||
484|6.4|372|dvojček|samostalnik|sbz0 SBZ2|53|61301333|brat|dvojček_202|Glavni vzrok je bila mamina zapuščina ki je bila napisana na njegovega brata dvojčka.|NE|4:Struktura:NE|2:Struktura:NE|5:Struktura:NE||
13|5.31|262|cvet|samostalnik|sbz0 SBZ2|98|83314490|brazda|cvet_476|Lahek cvetni prah veter raznaša naokrog, da ga zanese tudi na brazde ženskega cveta, iz katerega se kasneje razvijejo lešniki.|DA|4:MnozinaKol:DA|2:Da:DA|5:Da:DA||
13|5.22|297|depresija|samostalnik|sbz0 SBZ2|76|76858652|brezno|depresija_215|Rešitev iz pekla in brezna depresij, ki so jo mučile že nekaj let.|DA|4:Da:DA|2:Da:DA|5:Da:DA||
40|7.03|1285|obup|samostalnik|sbz0 SBZ2|7|78512485|brezno|obup_1|Pomembno je, da jih življenje v obdobjih žalosti ne potegne še v večje brezno obupa in razočaranja.|DA|4:Da:DA|2:Da:DA|7:Da:DA||
11|5.61|1700|ritka|samostalnik|sbz0 SBZ2|38|97314848|brisanje|ritka_201|Po čistilnih robčkih, shranjeni so v modri škatlici in namenjeni tako za brisanje ritke kot rok in obraza, zdaj ponujajo še gel za umivanje in losjon za telo.|DA|4:Da:DA|2:Da:DA|5:Da:DA||
48|7.02|226|cvet|samostalnik|SBZ0 sbz2|62|83313074|brokoli|cvet_276|Trakove korenja, rdeče paprike in zelene pomešajte s cvetovi brokolija in surovimi kalčki.|DA|4:Da:DA|2:Da:DA|5:Da:DA||
48|6.4|1875|skodelica|samostalnik|SBZ0 sbz2|54|89227912|brokoli|skodelica_76|Lahko pa jajca prepognete v omleto, ki ste jo napolnili s pol skodelice kuhanega brokolija, in dobili boste še dva grama več.|DA|4:Razsirjena:DA|2:Da:DA|7:Da:DA||
46|6.62|879|kraljica|samostalnik|SBZ0 sbz2|54|50347112|burleska|kraljica_236|Nova velika modna zvezda, kraljica burleske, najbolj znana striptizeta in soproga Marilyna Mansona.|DA|2:Da:DA|4:Da:DA|3:Da:DA||
11|4.47|971|krona|samostalnik|SBZ0 sbz2|85|19089587|car|krona_506|Obiskovalci si lahko med drugim ogledajo tudi bogato okrašene krone ruskih carjev.|DA|2:Razsirjena:DA|4:Razsirjena:DA|3:NeVem:NEVEM||
223|7.47|1847|sindikat|samostalnik|SBZ0 sbz2|35|64310747|carinik|sindikat_226|Hrvaška vlada je po šestih urah stavke poslala sindikatu carinikov odgovor na njihove zahteve.|DA|4:MnozinaKol:DA|2:MnozinaKol:DA|5:MnozinaKol:DA||
